term_key,campaign_name,ad_group_name,impressions_ads_detail,clicks_ads_detail,cost_ads_detail,conversions_ads_detail,search_budget_lost_impression_share_detail,ctr_ads_detail,avg_cpc_ads_detail,cpa_ads_detail,detail_recommendation
marca japonesa skincare,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
marca japonesa skincare,WG_Shopping | Best Sellers | nbd,shopping | best sellers,21,1,0.46,0.0,0.1216678938796651,0.047619047619047616,0.46,,monitorar
marca japonesa skincare,WG_Shopping | Portfólio Geral | nbd,todos,5,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
marca kokeshi,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana,1,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
marca kokeshi,WG_Search | Institucional | bd,search_kokeshi,27,3,2.204507,0.0,0.0016114096553333,0.1111111111111111,0.7348356666666667,,monitorar
marca kokeshi é boa,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana,5,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
marca kokeshi é boa,WG_Search | Institucional | bd,search_kokeshi,135,6,8.143021,2.0,0.0016114096553333,0.044444444444444446,1.3571701666666665,4.0715105,manter_escalar_neste_grupo
marca kokeshi é boa,WG_Search | Institucional | bd,search_kokeshi | body splash,1,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
marca kokeshi é brasileira,WG_Search | Institucional | bd,search_ kokeshi | pele porcelana,1,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
marca kokeshi é brasileira,WG_Search | Institucional | bd,search_kokeshi,5,0,0.0,0.0,0.0016114096553333,0.0,,,monitorar
marca kokeshi é confiável,WG_Search | Institucional | bd,search_kokeshi,8,1,0.773993,0.0,0.0016114096553333,0.125,0.773993,,monitorar
marca n 21,WG_Shopping | Best Sellers | nbd,shopping | best sellers,6,1,2.53,0.0,0.1216678938796651,0.16666666666666666,2.53,,monitorar
marca n 21,WG_Shopping | Portfólio Geral | nbd,todos,5,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
marcas coreanas de maquiagem,WG_Search | Soluções | nbd,search | maquiagem coreana,9,1,0.36412,0.0,0.0793697977877321,0.1111111111111111,0.36412,,monitorar
marcas coreanas de maquiagem,WG_Shopping | Best Sellers | nbd,shopping | best sellers,10,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
marcas coreanas de maquiagem,WG_Shopping | Portfólio Geral | nbd,todos,1,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
marcas coreanas de skincare,WG_Search | Soluções | nbd,search | produtos coreanos para pele,3,1,1.69,0.0,0.0793697977877321,0.3333333333333333,1.69,,monitorar
marcas coreanas de skincare,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
marcas coreanas de skincare,WG_Search | Soluções | nbd,search | skin care coreano,5,1,0.58,0.0,0.0793697977877321,0.2,0.58,,monitorar
marcas coreanas de skincare,WG_Shopping | Best Sellers | nbd,shopping | best sellers,91,1,0.19,0.0,0.1216678938796651,0.01098901098901099,0.19,,monitorar
marcas coreanas de skincare,WG_Shopping | Portfólio Geral | nbd,todos,40,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
marcas coreanas famosas skincare,WG_Shopping | Best Sellers | nbd,shopping | best sellers,9,1,0.37,0.0,0.1216678938796651,0.1111111111111111,0.37,,monitorar
marcas coreanas famosas skincare,WG_Shopping | Portfólio Geral | nbd,todos,1,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
marcas coreanas skin care,WG_Search | Soluções | nbd,search | skin care coreano,2,1,1.363994,0.0,0.0793697977877321,0.5,1.363994,,monitorar
marcas coreanas skin care,WG_Shopping | Best Sellers | nbd,shopping | best sellers,2,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
marcas coreanas skin care,WG_Shopping | Portfólio Geral | nbd,todos,2,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
marcas coreanas skincare,WG_Search | Soluções | nbd,search | produtos coreanos para pele,6,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
marcas coreanas skincare,WG_Search | Soluções | nbd,search | produtos de skincare,12,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
marcas coreanas skincare,WG_Search | Soluções | nbd,search | skin care coreano,14,1,1.526895,0.0,0.0793697977877321,0.07142857142857142,1.526895,,monitorar
marcas coreanas skincare,WG_Shopping | Best Sellers | nbd,shopping | best sellers,300,1,0.42,1.0,0.1216678938796651,0.0033333333333333335,0.42,0.42,manter_otimizar_neste_grupo
marcas coreanas skincare,WG_Shopping | Portfólio Geral | nbd,todos,66,1,0.47,0.0,0.0019842830030239,0.015151515151515152,0.47,,monitorar
marcas de skincare baratas,WG_Shopping | Best Sellers | nbd,shopping | best sellers,7,1,0.24,0.0,0.1216678938796651,0.14285714285714285,0.24,,monitorar
marcas de skincare baratas,WG_Shopping | Portfólio Geral | nbd,todos,4,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
marcas de skincare coreana,WG_Search | Soluções | nbd,search | produtos coreanos para pele,2,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
marcas de skincare coreana,WG_Search | Soluções | nbd,search | skin care coreano,4,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
marcas de skincare coreana,WG_Shopping | Best Sellers | nbd,shopping | best sellers,89,1,0.11,0.0,0.1216678938796651,0.011235955056179775,0.11,,monitorar
marcas de skincare coreana,WG_Shopping | Portfólio Geral | nbd,todos,28,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
marcas de skincare para adolescentes,WG_Shopping | Best Sellers | nbd,shopping | best sellers,14,1,1.01,0.0,0.1216678938796651,0.07142857142857142,1.01,,monitorar
marcas de skincare para adolescentes,WG_Shopping | Portfólio Geral | nbd,todos,1,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
marcas skin care,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
marcas skin care,WG_Shopping | Best Sellers | nbd,shopping | best sellers,58,1,0.75,0.0,0.1216678938796651,0.017241379310344827,0.75,,monitorar
marcas skin care,WG_Shopping | Portfólio Geral | nbd,todos,20,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
marcas skincare coreano,WG_Search | Soluções | nbd,search | skin care coreano,2,1,0.429823,0.0,0.0793697977877321,0.5,0.429823,,monitorar
marcas skincare coreano,WG_Shopping | Best Sellers | nbd,shopping | best sellers,35,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
marcas skincare coreano,WG_Shopping | Portfólio Geral | nbd,todos,8,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
marjorie cosmeticos,WG_Search | Soluções | nbd,search | produtos de skincare,4,1,3.259862,0.0,0.0793697977877321,0.25,3.259862,,monitorar
mary kay kit timewise,WG_Shopping | Best Sellers | nbd,shopping | best sellers,2,1,1.01,0.0,0.1216678938796651,0.5,1.01,,monitorar
mary kay kit timewise,WG_Shopping | Portfólio Geral | nbd,todos,1,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara agua de arroz,WG_Shopping | Best Sellers | nbd,shopping | best sellers,2,1,1.23,0.0,0.1216678938796651,0.5,1.23,,monitorar
mascara agua de arroz,WG_Shopping | Portfólio Geral | nbd,todos,2,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara anti rugas,WG_Shopping | Best Sellers | nbd,shopping | best sellers,9,1,1.97,0.0,0.1216678938796651,0.1111111111111111,1.97,,monitorar
mascara antifrizz,WG_Shopping | Portfólio Geral | nbd,todos,6,2,1.78,0.0,0.0019842830030239,0.3333333333333333,0.89,,monitorar
mascara arroz,WG_Search | Soluções | nbd,search | produtos de skincare,5,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara arroz,WG_Shopping | Best Sellers | nbd,shopping | best sellers,22,1,0.55,0.0,0.1216678938796651,0.045454545454545456,0.55,,monitorar
mascara arroz,WG_Shopping | Portfólio Geral | nbd,todos,1,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara arroz coreana,WG_Search | Soluções | nbd,search | produtos coreanos para pele,1,1,1.32,0.0,0.0793697977877321,1.0,1.32,,monitorar
mascara arroz coreana,WG_Shopping | Best Sellers | nbd,shopping | best sellers,18,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara arroz coreana,WG_Shopping | Portfólio Geral | nbd,todos,3,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara bio collagen,WG_Search | Soluções | nbd,search | produtos de skincare,1,1,1.05,0.0,0.0793697977877321,1.0,1.05,,monitorar
mascara colageno,WG_Search | Soluções | nbd,search | produtos de skincare,8,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara colageno,WG_Shopping | Best Sellers | nbd,shopping | best sellers,39,1,0.69,0.0,0.1216678938796651,0.02564102564102564,0.69,,monitorar
mascara colageno,WG_Shopping | Portfólio Geral | nbd,todos,131,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara com luz para rosto,WG_Search | Soluções | nbd,search | produtos de skincare,1,1,1.81,0.0,0.0793697977877321,1.0,1.81,,monitorar
mascara com niacinamida,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara com niacinamida,WG_Shopping | Best Sellers | nbd,shopping | best sellers,12,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara com niacinamida,WG_Shopping | Portfólio Geral | nbd,todos,160,1,0.21,0.0,0.0019842830030239,0.00625,0.21,,monitorar
mascara coreana,WG_Search | Soluções | nbd,search | produtos coreanos para pele,25,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara coreana,WG_Search | Soluções | nbd,search | produtos de skincare,34,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara coreana,WG_Search | Soluções | nbd,search | skin care coreano,1,1,1.43,0.0,0.0793697977877321,1.0,1.43,,monitorar
mascara coreana,WG_Shopping | Best Sellers | nbd,shopping | best sellers,799,8,5.02,0.0,0.1216678938796651,0.010012515644555695,0.6275,,monitorar
mascara coreana,WG_Shopping | Portfólio Geral | nbd,todos,336,1,0.51,0.0,0.0019842830030239,0.002976190476190476,0.51,,monitorar
mascara coreana de colageno,WG_Search | Soluções | nbd,search | produtos coreanos para pele,2,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara coreana de colageno,WG_Search | Soluções | nbd,search | produtos de skincare,2,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara coreana de colageno,WG_Shopping | Best Sellers | nbd,shopping | best sellers,61,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara coreana de colageno,WG_Shopping | Portfólio Geral | nbd,todos,68,1,0.53,0.0,0.0019842830030239,0.014705882352941176,0.53,,monitorar
mascara coreana facial,WG_Search | Soluções | nbd,search | produtos coreanos para pele,24,2,1.023723,0.0,0.0793697977877321,0.08333333333333333,0.5118615,,monitorar
mascara coreana facial,WG_Search | Soluções | nbd,search | produtos de skincare,9,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara coreana facial,WG_Shopping | Best Sellers | nbd,shopping | best sellers,497,5,4.32,1.0,0.1216678938796651,0.01006036217303823,0.8640000000000001,4.32,manter_otimizar_neste_grupo
mascara coreana facial,WG_Shopping | Portfólio Geral | nbd,todos,191,1,0.9,0.0,0.0019842830030239,0.005235602094240838,0.9,,monitorar
mascara coreana para pele,WG_Search | Soluções | nbd,search | produtos coreanos para pele,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara coreana para pele,WG_Search | Soluções | nbd,search | produtos de skincare,1,1,1.7,0.0,0.0793697977877321,1.0,1.7,,monitorar
mascara coreana para pele,WG_Shopping | Best Sellers | nbd,shopping | best sellers,19,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara coreana para pele,WG_Shopping | Portfólio Geral | nbd,todos,6,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara coreana rosto,WG_Search | Soluções | nbd,search | produtos coreanos para pele,6,1,0.55,0.0,0.0793697977877321,0.16666666666666666,0.55,,monitorar
mascara coreana rosto,WG_Search | Soluções | nbd,search | produtos de skincare,4,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara coreana rosto,WG_Search | Soluções | nbd,search | skin care coreano,2,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara coreana rosto,WG_Shopping | Best Sellers | nbd,shopping | best sellers,44,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara coreana rosto,WG_Shopping | Portfólio Geral | nbd,todos,17,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara da medicube,WG_Search | Soluções | nbd,search | produtos coreanos para pele,2,1,0.533278,0.0,0.0793697977877321,0.5,0.533278,,monitorar
mascara de arroz,WG_Search | Soluções | nbd,search | produtos de skincare,138,3,1.745905,0.0,0.0793697977877321,0.021739130434782608,0.5819683333333333,,monitorar
mascara de arroz,WG_Shopping | Best Sellers | nbd,shopping | best sellers,699,3,1.72,0.0,0.1216678938796651,0.004291845493562232,0.5733333333333334,,monitorar
mascara de arroz,WG_Shopping | Portfólio Geral | nbd,todos,105,4,1.78,0.0,0.0019842830030239,0.0380952380952381,0.445,,monitorar
mascara de arroz coreana,WG_Search | Soluções | nbd,search | produtos coreanos para pele,42,1,0.449798,0.0,0.0793697977877321,0.023809523809523808,0.449798,,monitorar
mascara de arroz coreana,WG_Shopping | Best Sellers | nbd,shopping | best sellers,468,6,3.34,0.0,0.1216678938796651,0.01282051282051282,0.5566666666666666,,monitorar
mascara de arroz coreana,WG_Shopping | Portfólio Geral | nbd,todos,93,1,0.2,0.0,0.0019842830030239,0.010752688172043012,0.2,,monitorar
mascara de arroz funciona,WG_Search | Soluções | nbd,search | produtos de skincare,5,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara de arroz funciona,WG_Shopping | Best Sellers | nbd,shopping | best sellers,18,1,0.18,0.0,0.1216678938796651,0.05555555555555555,0.18,,monitorar
mascara de arroz funciona,WG_Shopping | Portfólio Geral | nbd,todos,2,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara de arroz é bom para o rosto,WG_Shopping | Best Sellers | nbd,shopping | best sellers,3,1,0.18,0.0,0.1216678938796651,0.3333333333333333,0.18,,monitorar
mascara de cilios coreana,WG_Search | Soluções | nbd,search | maquiagem coreana,8,1,1.34,0.0,0.0793697977877321,0.125,1.34,,monitorar
mascara de colageno,WG_Search | Soluções | nbd,search | produtos de skincare,38,3,4.28,0.0,0.0793697977877321,0.07894736842105263,1.4266666666666667,,monitorar
mascara de colageno,WG_Shopping | Best Sellers | nbd,shopping | best sellers,194,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara de colageno,WG_Shopping | Portfólio Geral | nbd,todos,522,7,6.9,0.0,0.0019842830030239,0.013409961685823755,0.9857142857142858,,monitorar
mascara de colageno coreana,WG_Search | Soluções | nbd,search | produtos coreanos para pele,15,1,0.49,0.0,0.0793697977877321,0.06666666666666667,0.49,,monitorar
mascara de colageno coreana,WG_Search | Soluções | nbd,search | produtos de skincare,15,1,4.01,0.053885,0.0793697977877321,0.06666666666666667,4.01,74.41774148649903,monitorar
mascara de colageno coreana,WG_Search | Soluções | nbd,search | skin care coreano,5,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara de colageno coreana,WG_Shopping | Best Sellers | nbd,shopping | best sellers,336,3,2.17,1.0,0.1216678938796651,0.008928571428571428,0.7233333333333333,2.17,manter_otimizar_neste_grupo
mascara de colageno coreana,WG_Shopping | Portfólio Geral | nbd,todos,434,4,6.04,0.892229,0.0019842830030239,0.009216589861751152,1.51,6.769562522625917,manter_otimizar_neste_grupo
mascara de colageno noturna,WG_Search | Soluções | nbd,search | produtos de skincare,2,2,1.207903,0.0,0.0793697977877321,1.0,0.6039515,,monitorar
mascara de colageno noturna,WG_Shopping | Best Sellers | nbd,shopping | best sellers,26,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara de colageno noturna,WG_Shopping | Portfólio Geral | nbd,todos,36,1,0.75,0.0,0.0019842830030239,0.027777777777777776,0.75,,monitorar
mascara de colageno para olheiras,WG_Shopping | Best Sellers | nbd,shopping | best sellers,10,1,0.92,0.0,0.1216678938796651,0.1,0.92,,monitorar
mascara de colageno para olheiras,WG_Shopping | Portfólio Geral | nbd,todos,5,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara de colageno para olhos,WG_Shopping | Best Sellers | nbd,shopping | best sellers,17,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara de colageno para olhos,WG_Shopping | Portfólio Geral | nbd,todos,22,1,0.67,0.0,0.0019842830030239,0.045454545454545456,0.67,,monitorar
mascara de hidratacao rosto,WG_Shopping | Best Sellers | nbd,shopping | best sellers,3,1,0.99,0.0,0.1216678938796651,0.3333333333333333,0.99,,monitorar
mascara de hidratação facial coreana,WG_Search | Soluções | nbd,search | produtos coreanos para pele,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara de hidratação facial coreana,WG_Shopping | Best Sellers | nbd,shopping | best sellers,23,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara de hidratação facial coreana,WG_Shopping | Portfólio Geral | nbd,todos,12,1,1.77,0.0,0.0019842830030239,0.08333333333333333,1.77,,monitorar
mascara de maçã vermelha,WG_Shopping | Portfólio Geral | nbd,todos,1,1,1.0,0.0,0.0019842830030239,1.0,1.0,,monitorar
mascara de niacinamida,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara de niacinamida,WG_Shopping | Best Sellers | nbd,shopping | best sellers,17,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara de niacinamida,WG_Shopping | Portfólio Geral | nbd,todos,116,4,1.72,0.0,0.0019842830030239,0.034482758620689655,0.43,,monitorar
mascara de olheiras gel,WG_Search | Soluções | nbd,search | produtos de skincare,1,1,2.02,0.0,0.0793697977877321,1.0,2.02,,monitorar
mascara de pele,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara de pele,WG_Shopping | Best Sellers | nbd,shopping | best sellers,6,1,0.57,0.0,0.1216678938796651,0.16666666666666666,0.57,,monitorar
mascara de pele,WG_Shopping | Portfólio Geral | nbd,todos,2,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara de pele coreana,WG_Shopping | Best Sellers | nbd,shopping | best sellers,21,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara de pele coreana,WG_Shopping | Portfólio Geral | nbd,todos,8,1,0.37,0.0,0.0019842830030239,0.125,0.37,,monitorar
mascara de po de arroz com leite,WG_Shopping | Best Sellers | nbd,shopping | best sellers,2,2,0.54,0.0,0.1216678938796651,1.0,0.27,,monitorar
mascara de porcelana facial,WG_Search | Soluções | nbd,search | produtos de skincare,5,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara de porcelana facial,WG_Shopping | Best Sellers | nbd,shopping | best sellers,33,3,1.61,0.0,0.1216678938796651,0.09090909090909091,0.5366666666666667,,monitorar
mascara de porcelana facial,WG_Shopping | Portfólio Geral | nbd,todos,14,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara de rosto coreana,WG_Search | Soluções | nbd,search | produtos coreanos para pele,10,2,3.347267,0.0,0.0793697977877321,0.2,1.6736335,,monitorar
mascara de rosto coreana,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara de rosto coreana,WG_Shopping | Best Sellers | nbd,shopping | best sellers,111,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara de rosto coreana,WG_Shopping | Portfólio Geral | nbd,todos,36,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara esfoliante natural para o rosto,WG_Shopping | Best Sellers | nbd,shopping | best sellers,1,1,0.28,0.0,0.1216678938796651,1.0,0.28,,monitorar
mascara facial,WG_Search | Soluções | nbd,search | produtos de skincare,58,2,4.43,2.0,0.0793697977877321,0.034482758620689655,2.215,2.215,manter_escalar_neste_grupo
mascara facial,WG_Shopping | Best Sellers | nbd,shopping | best sellers,1330,8,4.87,0.0,0.1216678938796651,0.006015037593984963,0.60875,,monitorar
mascara facial,WG_Shopping | Portfólio Geral | nbd,todos,243,2,0.34,0.0,0.0019842830030239,0.00823045267489712,0.17,,monitorar
mascara facial anti idade,WG_Shopping | Best Sellers | nbd,shopping | best sellers,5,1,1.83,0.0,0.1216678938796651,0.2,1.83,,monitorar
mascara facial anti idade,WG_Shopping | Portfólio Geral | nbd,todos,5,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara facial avon,WG_Shopping | Best Sellers | nbd,shopping | best sellers,1,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara facial avon,WG_Shopping | Portfólio Geral | nbd,todos,2,1,0.47,2.0,0.0019842830030239,0.5,0.47,0.235,manter_escalar_neste_grupo
mascara facial barata,WG_Shopping | Best Sellers | nbd,shopping | best sellers,4,1,0.38,0.0,0.1216678938796651,0.25,0.38,,monitorar
mascara facial barata,WG_Shopping | Portfólio Geral | nbd,todos,2,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara facial calmante,WG_Search | Soluções | nbd,search | produtos de skincare,3,1,0.81,0.0,0.0793697977877321,0.3333333333333333,0.81,,monitorar
mascara facial calmante,WG_Shopping | Best Sellers | nbd,shopping | best sellers,21,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara facial calmante,WG_Shopping | Portfólio Geral | nbd,todos,2,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara facial com colageno,WG_Search | Soluções | nbd,search | produtos de skincare,2,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara facial com colageno,WG_Shopping | Best Sellers | nbd,shopping | best sellers,4,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara facial com colageno,WG_Shopping | Portfólio Geral | nbd,todos,27,2,0.48,0.0,0.0019842830030239,0.07407407407407407,0.24,,monitorar
mascara facial coreana,WG_Search | Soluções | nbd,search | produtos coreanos para pele,64,3,6.49,0.0,0.0793697977877321,0.046875,2.1633333333333336,,monitorar
mascara facial coreana,WG_Search | Soluções | nbd,search | produtos de skincare,27,1,0.558801,0.0,0.0793697977877321,0.037037037037037035,0.558801,,monitorar
mascara facial coreana,WG_Shopping | Best Sellers | nbd,shopping | best sellers,1257,10,5.37,0.0,0.1216678938796651,0.007955449482895784,0.537,,monitorar
mascara facial coreana,WG_Shopping | Portfólio Geral | nbd,todos,409,3,0.84,0.0,0.0019842830030239,0.007334963325183374,0.27999999999999997,,monitorar
mascara facial de arroz,WG_Search | Soluções | nbd,search | produtos de skincare,18,1,0.563097,0.0,0.0793697977877321,0.05555555555555555,0.563097,,monitorar
mascara facial de arroz,WG_Shopping | Best Sellers | nbd,shopping | best sellers,88,2,0.82,0.0,0.1216678938796651,0.022727272727272728,0.41,,monitorar
mascara facial de arroz,WG_Shopping | Portfólio Geral | nbd,todos,15,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara facial de colageno,WG_Search | Soluções | nbd,search | produtos de skincare,8,1,0.59,0.0,0.0793697977877321,0.125,0.59,,monitorar
mascara facial de colageno,WG_Shopping | Best Sellers | nbd,shopping | best sellers,6,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara facial de colageno,WG_Shopping | Portfólio Geral | nbd,todos,40,2,0.88,0.0,0.0019842830030239,0.05,0.44,,monitorar
mascara facial de colageno coreana,WG_Search | Soluções | nbd,search | produtos coreanos para pele,2,2,1.39337,0.0,0.0793697977877321,1.0,0.696685,,monitorar
mascara facial de colageno coreana,WG_Shopping | Best Sellers | nbd,shopping | best sellers,10,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara facial de colageno coreana,WG_Shopping | Portfólio Geral | nbd,todos,15,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara facial de hidratação,WG_Search | Soluções | nbd,search | produtos de skincare,1,1,1.4,0.0,0.0793697977877321,1.0,1.4,,monitorar
mascara facial de hidratação,WG_Shopping | Best Sellers | nbd,shopping | best sellers,9,2,1.18,0.0,0.1216678938796651,0.2222222222222222,0.59,,monitorar
mascara facial de hidratação,WG_Shopping | Portfólio Geral | nbd,todos,6,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara facial efeito cinderela,WG_Shopping | Best Sellers | nbd,shopping | best sellers,4,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara facial efeito cinderela,WG_Shopping | Portfólio Geral | nbd,todos,10,1,0.79,0.0,0.0019842830030239,0.1,0.79,,monitorar
mascara facial hidratante,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara facial hidratante,WG_Shopping | Best Sellers | nbd,shopping | best sellers,41,1,0.64,0.0,0.1216678938796651,0.024390243902439025,0.64,,monitorar
mascara facial hidratante,WG_Shopping | Portfólio Geral | nbd,todos,16,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara facial japonesa,WG_Search | Soluções | nbd,search | produtos de skincare,2,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara facial japonesa,WG_Shopping | Best Sellers | nbd,shopping | best sellers,19,1,0.1,0.0,0.1216678938796651,0.05263157894736842,0.1,,monitorar
mascara facial niacinamida,WG_Shopping | Portfólio Geral | nbd,todos,20,1,0.45,0.0,0.0019842830030239,0.05,0.45,,monitorar
mascara facial noturna,WG_Search | Soluções | nbd,search | produtos de skincare,1,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara facial noturna,WG_Shopping | Best Sellers | nbd,shopping | best sellers,47,1,1.17,0.0,0.1216678938796651,0.02127659574468085,1.17,,monitorar
mascara facial noturna,WG_Shopping | Portfólio Geral | nbd,todos,37,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara facial para pele madura,WG_Shopping | Best Sellers | nbd,shopping | best sellers,14,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara facial para pele madura,WG_Shopping | Portfólio Geral | nbd,todos,23,1,0.42,0.0,0.0019842830030239,0.043478260869565216,0.42,,monitorar
mascara facial pdrn,WG_Search | Soluções | nbd,search | produtos de skincare,2,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara facial pdrn,WG_Shopping | Best Sellers | nbd,shopping | best sellers,4,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara facial pdrn,WG_Shopping | Portfólio Geral | nbd,todos,15,3,3.84,0.0,0.0019842830030239,0.2,1.28,,monitorar
mascara facial pele madura,WG_Shopping | Best Sellers | nbd,shopping | best sellers,13,1,0.23,0.0,0.1216678938796651,0.07692307692307693,0.23,,monitorar
mascara facial pele madura,WG_Shopping | Portfólio Geral | nbd,todos,22,0,0.0,0.0,0.0019842830030239,0.0,,,monitorar
mascara facial revitalizante,WG_Shopping | Best Sellers | nbd,shopping | best sellers,5,0,0.0,0.0,0.1216678938796651,0.0,,,monitorar
mascara facial revitalizante,WG_Shopping | Portfólio Geral | nbd,todos,7,1,0.49,0.0,0.0019842830030239,0.14285714285714285,0.49,,monitorar
mascara fácil,WG_Search | Soluções | nbd,search | produtos de skincare,4,0,0.0,0.0,0.0793697977877321,0.0,,,monitorar
mascara fácil,WG_Shopping | Best Sellers | nbd,shopping | best sellers,15,2,0.76,0.0,0.1216678938796651,0.13333333333333333,0.38,,monitorar
